"","HrsSleep2009","Sex","BdayMonth","YearBorn","Ethnicity","ASVAB","LifeSat2008","Income2008","HeightFt2010","HeightIn2010","Weight2010","Computer2010","HrsSleep2010","Cohab2009"
"737",7,"Male",7,1982,"Non-Black / Non-Hispanic",74667,8,51000,6,4,250,6,6,TRUE
"738",6,"Male",1,1981,"Non-Black / Non-Hispanic",91394,9,12000,5,5,128,6,6,TRUE
"739",7,"Female",4,1982,"Non-Black / Non-Hispanic",97859,9,2000,5,2,99,6,6,FALSE
"740",7,"Female",12,1984,"Non-Black / Non-Hispanic",99182,8,18000,5,6,190,6,8,TRUE
"742",7,"Female",1,1982,"Non-Black / Non-Hispanic",92299,10,19000,5,7,130,6,7,TRUE
"745",8,"Male",10,1980,"Non-Black / Non-Hispanic",97502,8,48000,6,1,165,6,8,TRUE
"746",5,"Male",1,1982,"Non-Black / Non-Hispanic",97067,7,121993,5,10,165,6,5,FALSE
"748",6,"Female",8,1983,"Black",58438,9,35000,5,3,128,6,6,TRUE
"749",6,"Female",4,1983,"Black",19553,10,8000,5,6,139,6,6,FALSE
"750",7,"Male",10,1982,"Black",2359,6,25000,5,7,215,3,6,FALSE
"751",8,"Female",11,1984,"Black",9674,10,7000,5,5,254,6,8,TRUE
"754",7,"Male",11,1980,"Hispanic",64200,10,60000,5,9,191,6,8,TRUE
"763",5,"Male",1,1980,"Non-Black / Non-Hispanic",96315,8,30000,5,10,140,6,5,TRUE
"765",6,"Male",9,1983,"Hispanic",56176,7,23000,6,0,200,5,6,TRUE
"768",6,"Male",8,1984,"Black",26572,6,32000,6,1,202,4,6,FALSE
"771",7,"Female",6,1984,"Non-Black / Non-Hispanic",100000,7,5000,5,6,130,6,7,TRUE
"773",8,"Female",12,1981,"Hispanic",53585,9,32000,5,4,150,3,8,TRUE
"777",8,"Female",6,1983,"Non-Black / Non-Hispanic",99632,3,20000,5,7,150,5,7,TRUE
"784",8,"Male",12,1984,"Non-Black / Non-Hispanic",73141,10,42000,5,9,165,5,8,TRUE
"790",7,"Female",5,1982,"Non-Black / Non-Hispanic",64858,9,21000,5,7,110,3,6,TRUE
"793",7,"Male",10,1982,"Non-Black / Non-Hispanic",93038,9,18000,5,11,145,6,8,TRUE
"795",7,"Female",5,1983,"Non-Black / Non-Hispanic",82304,10,31000,5,4,135,6,7,TRUE
"797",7,"Male",10,1983,"Non-Black / Non-Hispanic",92824,10,60000,6,0,195,6,7,TRUE
"799",7,"Male",5,1982,"Non-Black / Non-Hispanic",73102,9,70000,5,9,150,6,8,TRUE
"800",8,"Female",3,1984,"Non-Black / Non-Hispanic",19617,5,10000,5,5,120,6,7,TRUE
"804",5,"Male",10,1980,"Non-Black / Non-Hispanic",47276,10,62000,6,3,254,3,6,TRUE
"805",7,"Male",10,1983,"Non-Black / Non-Hispanic",20920,9,12000,5,11,230,3,7,TRUE
"806",6,"Female",10,1982,"Hispanic",36578,4,10000,5,6,202,6,5,FALSE
"809",8,"Male",4,1981,"Non-Black / Non-Hispanic",33429,9,65000,5,11,200,3,7,TRUE
"815",8,"Female",10,1982,"Black",2227,6,7000,5,0,203,3,8,FALSE
"819",7,"Male",8,1984,"Black",42475,9,36000,5,11,190,5,7,TRUE
"820",6,"Female",1,1980,"Black",35740,8,28000,5,5,173,6,7,FALSE
"823",5,"Female",5,1980,"Hispanic",22080,10,36000,5,3,125,6,5,TRUE
"824",6,"Female",7,1982,"Hispanic",21940,7,18000,5,4,140,6,7,TRUE
"826",5,"Male",3,1983,"Non-Black / Non-Hispanic",84822,8,42000,5,9,180,6,5,TRUE
"827",8,"Female",3,1983,"Non-Black / Non-Hispanic",48674,8,58403,5,7,145,6,6,TRUE
"830",5,"Male",11,1984,"Non-Black / Non-Hispanic",76002,7,15000,5,10,290,6,8,TRUE
"834",7,"Female",9,1982,"Non-Black / Non-Hispanic",41643,7,22000,5,7,155,6,7,TRUE
"836",5,"Male",5,1980,"Non-Black / Non-Hispanic",13250,6,121993,5,6,220,5,4,FALSE
"838",7,"Female",4,1980,"Non-Black / Non-Hispanic",93117,7,121993,5,4,126,6,7,TRUE
"839",7,"Female",2,1984,"Non-Black / Non-Hispanic",77320,8,62000,5,7,175,6,8,TRUE
"840",8,"Female",4,1982,"Non-Black / Non-Hispanic",92924,10,82000,5,7,135,6,10,TRUE
"842",7,"Male",4,1980,"Non-Black / Non-Hispanic",79719,7,20000,5,9,175,6,6,TRUE
"843",8,"Female",5,1983,"Non-Black / Non-Hispanic",31267,8,70000,5,4,130,6,5,TRUE
"847",8,"Female",4,1984,"Black",30799,7,6000,5,7,148,4,6,FALSE
"849",6,"Female",4,1981,"Black",65686,8,27000,5,2,145,6,7,FALSE
"850",8,"Female",1,1983,"Non-Black / Non-Hispanic",65618,8,54000,5,1,127,6,7,TRUE
"851",7,"Male",7,1983,"Non-Black / Non-Hispanic",25539,7,8500,5,10,175,1,8,FALSE
"852",5,"Female",2,1984,"Non-Black / Non-Hispanic",23167,7,24000,5,1,140,3,6,TRUE
"854",7,"Female",7,1981,"Non-Black / Non-Hispanic",81882,9,42000,5,6,130,6,6,FALSE
"855",8,"Male",2,1980,"Non-Black / Non-Hispanic",35054,9,80000,6,0,225,2,8,TRUE
"856",8,"Female",12,1980,"Non-Black / Non-Hispanic",76355,9,19000,5,8,185,6,7,TRUE
"859",6,"Male",1,1982,"Mixed Race (Non-Hispanic)",87904,10,121993,6,0,235,6,6,TRUE
"860",7,"Male",8,1984,"Mixed Race (Non-Hispanic)",64221,9,40000,5,11,180,5,7,TRUE
"861",7,"Female",1,1981,"Non-Black / Non-Hispanic",7766,9,10000,5,4,170,6,6,FALSE
"862",8,"Female",11,1984,"Non-Black / Non-Hispanic",32722,7,15000,5,6,158,6,7,FALSE
"867",5,"Female",11,1983,"Black",22802,2,29000,5,5,265,3,4,FALSE
"874",7,"Female",9,1982,"Non-Black / Non-Hispanic",45442,5,4800,5,4,150,4,6,TRUE
"878",6,"Female",7,1981,"Non-Black / Non-Hispanic",22579,7,121993,5,4,130,3,5,TRUE
"880",7,"Female",1,1982,"Black",45363,10,12000,5,5,120,4,7,TRUE
"882",6,"Female",9,1983,"Hispanic",54870,9,43800,5,4,177,6,6,FALSE
"883",6,"Male",11,1981,"Non-Black / Non-Hispanic",50894,5,30000,5,7,200,6,6,TRUE
"887",6,"Female",2,1981,"Mixed Race (Non-Hispanic)",42359,8,14000,5,6,175,5,7,TRUE
"892",6,"Male",9,1980,"Hispanic",55322,7,32000,5,11,225,6,6,TRUE
"893",6,"Male",5,1982,"Hispanic",35079,10,80000,6,2,205,6,7,TRUE
"896",7,"Female",8,1984,"Non-Black / Non-Hispanic",70718,5,15000,5,4,140,6,5,TRUE
"899",7,"Male",5,1982,"Non-Black / Non-Hispanic",46715,7,27000,6,2,203,5,6,FALSE
"900",8,"Female",3,1984,"Non-Black / Non-Hispanic",60434,9,48000,5,7,140,6,7,TRUE
"908",5,"Male",11,1983,"Non-Black / Non-Hispanic",3800,7,825,5,6,115,6,4,FALSE
"910",5,"Male",6,1983,"Hispanic",55786,9,12000,5,10,150,5,8,FALSE
"911",7,"Female",5,1981,"Black",47830,7,38000,5,2,115,6,6,FALSE
"912",8,"Female",11,1982,"Non-Black / Non-Hispanic",24294,8,30000,5,11,160,6,9,TRUE
"915",7,"Female",3,1983,"Non-Black / Non-Hispanic",70288,8,38000,5,3,109,6,6,TRUE
"917",7,"Male",7,1981,"Non-Black / Non-Hispanic",89502,8,121993,5,7,170,6,7,TRUE
"918",7,"Female",1,1984,"Non-Black / Non-Hispanic",63707,9,5000,5,0,100,6,7,FALSE
"921",7,"Female",6,1982,"Hispanic",71471,8,44000,5,3,125,6,6,TRUE
"922",8,"Female",9,1981,"Mixed Race (Non-Hispanic)",25009,5,13000,5,3,180,6,8,TRUE
"923",6,"Female",5,1982,"Black",51695,8,48000,4,11,110,6,6,TRUE
"928",6,"Male",2,1983,"Non-Black / Non-Hispanic",96075,8,25000,5,7,150,6,6,TRUE
"929",7,"Female",11,1983,"Hispanic",30012,5,45000,5,3,180,6,7,TRUE
"930",5,"Female",2,1984,"Black",91934,9,5000,5,2,127,6,6,TRUE
"932",7,"Female",7,1981,"Non-Black / Non-Hispanic",88446,7,52000,5,6,130,6,7,TRUE
"933",7,"Female",8,1984,"Non-Black / Non-Hispanic",93017,8,28500,5,6,170,6,6,TRUE
"934",7,"Female",2,1983,"Hispanic",88303,8,60000,5,4,180,6,6,FALSE
"935",8,"Male",7,1984,"Non-Black / Non-Hispanic",46239,7,7000,5,8,178,6,8,FALSE
"938",6,"Female",10,1980,"Non-Black / Non-Hispanic",41292,9,68000,5,4,160,6,7,TRUE
"939",6,"Male",8,1982,"Non-Black / Non-Hispanic",97754,7,25000,5,10,215,6,7,FALSE
"942",6,"Male",10,1984,"Non-Black / Non-Hispanic",76746,3,12000,5,7,145,6,6,FALSE
"944",7,"Female",10,1980,"Non-Black / Non-Hispanic",95490,8,60000,6,1,221,6,6,TRUE
"948",6,"Female",7,1980,"Non-Black / Non-Hispanic",31876,7,42000,5,3,155,4,5,TRUE
"949",8,"Female",11,1984,"Non-Black / Non-Hispanic",74565,10,38000,5,6,135,4,8,FALSE
"952",5,"Male",10,1984,"Non-Black / Non-Hispanic",53442,7,2000,6,2,318,4,5,FALSE
"954",7,"Female",3,1984,"Non-Black / Non-Hispanic",68613,9,47000,5,4,120,6,7,FALSE
"955",8,"Male",3,1983,"Non-Black / Non-Hispanic",83262,5,20000,5,11,175,6,8,TRUE
"960",6,"Female",5,1984,"Non-Black / Non-Hispanic",65859,8,77000,5,8,160,6,8,TRUE
"961",5,"Male",1,1980,"Non-Black / Non-Hispanic",72445,8,45000,6,2,275,6,6,TRUE
"962",8,"Male",10,1984,"Non-Black / Non-Hispanic",97287,8,40000,6,3,175,6,8,FALSE
"963",8,"Female",10,1982,"Hispanic",98004,5,42594,5,5,140,4,9,FALSE
"966",7,"Female",5,1982,"Mixed Race (Non-Hispanic)",92553,8,54000,5,10,180,3,8,FALSE
"969",7,"Male",2,1983,"Non-Black / Non-Hispanic",49509,8,14000,5,9,140,6,6,TRUE
"970",8,"Female",1,1983,"Non-Black / Non-Hispanic",57779,8,27000,5,4,115,6,8,FALSE
"971",7,"Male",5,1982,"Non-Black / Non-Hispanic",81082,7,121993,5,11,180,6,7,TRUE
"973",7,"Male",11,1982,"Non-Black / Non-Hispanic",99147,8,6000,5,11,190,6,8,TRUE
"974",6,"Male",11,1980,"Non-Black / Non-Hispanic",43312,10,46000,5,10,280,6,6,TRUE
"975",7,"Male",11,1981,"Non-Black / Non-Hispanic",45486,8,42000,5,7,165,5,7,TRUE
"976",6,"Male",6,1982,"Non-Black / Non-Hispanic",37900,7,121993,5,11,150,6,6,FALSE
"977",6,"Male",8,1980,"Non-Black / Non-Hispanic",98692,5,64000,5,9,150,6,6,TRUE
"978",7,"Female",7,1982,"Non-Black / Non-Hispanic",98758,8,70000,5,5,120,6,7,TRUE
"979",8,"Male",10,1982,"Non-Black / Non-Hispanic",85075,9,74000,5,7,170,6,8,TRUE
"982",8,"Female",10,1984,"Hispanic",88750,8,24000,5,5,125,6,8,TRUE
"985",5,"Female",8,1980,"Non-Black / Non-Hispanic",87455,8,42765,5,6,237,5,7,TRUE
"986",9,"Male",1,1983,"Hispanic",78318,6,40000,5,10,220,6,7,TRUE
"987",7,"Female",5,1983,"Non-Black / Non-Hispanic",97316,9,42042,5,4,135,6,7,TRUE
"994",6,"Female",5,1980,"Hispanic",51778,8,2000,5,5,123,6,8,TRUE
"995",6,"Female",7,1981,"Non-Black / Non-Hispanic",36039,7,12000,5,5,152,1,8,TRUE
"996",6,"Male",6,1980,"Non-Black / Non-Hispanic",58719,8,58500,6,0,275,4,7,FALSE
"997",8,"Male",12,1982,"Black",39787,7,15000,5,11,210,1,8,FALSE
"998",8,"Male",12,1982,"Non-Black / Non-Hispanic",54835,8,16500,5,11,215,6,7,TRUE
"999",8,"Male",4,1981,"Non-Black / Non-Hispanic",17420,7,40000,5,9,165,4,10,FALSE
"1001",7,"Male",8,1984,"Black",26381,7,27000,5,11,170,4,6,FALSE
"1002",4,"Female",1,1982,"Non-Black / Non-Hispanic",29276,9,6600,5,3,195,4,4,TRUE
"1003",6,"Male",9,1984,"Non-Black / Non-Hispanic",41822,7,300,5,7,200,2,8,TRUE
"1005",6,"Male",11,1984,"Non-Black / Non-Hispanic",18999,5,24000,5,5,135,3,6,FALSE
"1007",6,"Female",5,1980,"Non-Black / Non-Hispanic",34578,8,25000,5,2,180,6,7,TRUE
"1008",6,"Male",5,1982,"Non-Black / Non-Hispanic",82177,9,48000,5,11,210,5,7,FALSE
"1011",7,"Male",8,1983,"Non-Black / Non-Hispanic",90817,8,47500,5,9,130,6,7,TRUE
"1017",9,"Male",11,1982,"Non-Black / Non-Hispanic",73083,8,121993,5,11,200,6,9,TRUE
"1018",5,"Male",5,1983,"Non-Black / Non-Hispanic",89397,8,40000,5,11,160,5,6,FALSE
"1019",5,"Male",11,1981,"Non-Black / Non-Hispanic",14470,7,121993,6,2,178,6,6,TRUE
"1020",6,"Female",10,1984,"Non-Black / Non-Hispanic",87740,9,43000,5,4,126,6,7,TRUE
"1021",6,"Female",12,1981,"Non-Black / Non-Hispanic",66015,7,20000,5,5,250,5,7,TRUE
"1023",8,"Female",4,1981,"Non-Black / Non-Hispanic",95928,9,20000,5,2,111,6,9,TRUE
"1024",5,"Male",3,1981,"Non-Black / Non-Hispanic",75378,8,23000,5,9,270,6,6,TRUE
"1025",8,"Male",11,1980,"Non-Black / Non-Hispanic",73778,8,65000,6,1,220,2,6,TRUE
"1028",8,"Female",4,1982,"Non-Black / Non-Hispanic",59518,9,29000,5,6,149,4,6,TRUE
"1030",6,"Male",3,1982,"Black",43999,8,37000,5,7,185,6,6,TRUE
"1031",8,"Male",8,1982,"Black",16840,10,40000,6,0,150,6,7,FALSE
"1038",6,"Female",6,1984,"Black",12321,9,20000,5,4,203,4,4,FALSE
"1039",4,"Female",12,1981,"Black",17119,8,35000,5,5,164,6,4,FALSE
"1045",7,"Male",6,1983,"Black",10082,5,27000,6,5,194,5,8,FALSE
"1048",6,"Male",8,1983,"Hispanic",13881,7,30000,6,2,215,6,6,TRUE
"1052",6,"Male",12,1981,"Black",44032,5,36000,5,11,210,6,6,FALSE
"1055",8,"Female",1,1980,"Black",26913,8,11000,5,5,150,2,8,FALSE
"1059",6,"Female",3,1984,"Black",46480,7,30000,5,2,256,4,6,FALSE
"1060",6,"Female",9,1983,"Black",30329,10,800,5,8,125,4,6,FALSE
"1061",6,"Male",2,1981,"Black",13270,5,9000,6,2,190,3,4,TRUE
"1065",6,"Female",2,1984,"Black",57487,7,10000,5,1,175,4,5,FALSE
"1067",8,"Male",8,1984,"Hispanic",26063,9,25000,5,6,150,6,8,TRUE
"1073",7,"Male",1,1983,"Non-Black / Non-Hispanic",89970,7,75000,5,9,155,6,7,FALSE
"1074",6,"Female",4,1983,"Black",70261,10,36500,5,8,160,6,8,TRUE
"1081",8,"Female",12,1982,"Non-Black / Non-Hispanic",96117,8,13000,5,9,140,6,7,TRUE
"1085",7,"Male",7,1983,"Non-Black / Non-Hispanic",96974,8,49000,5,10,170,6,7,TRUE
"1086",6,"Female",1,1981,"Hispanic",93441,9,50000,5,3,125,4,5,TRUE
"1089",7,"Male",11,1982,"Non-Black / Non-Hispanic",84379,8,75000,5,10,175,3,7,TRUE
"1092",6,"Male",5,1982,"Hispanic",27648,5,28000,5,9,185,6,6,FALSE
"1093",5,"Male",7,1980,"Black",44847,2,1000,7,2,110,3,8,FALSE
"1094",6,"Male",1,1982,"Black",51129,7,24000,5,11,185,6,7,TRUE
"1096",8,"Male",9,1980,"Black",15719,7,6000,6,0,215,5,7,TRUE
"1097",5,"Female",1,1983,"Black",24971,8,25000,5,7,160,4,7,FALSE
"1102",5,"Female",10,1984,"Hispanic",14495,7,22000,5,4,375,3,6,TRUE
"1107",6,"Male",8,1983,"Mixed Race (Non-Hispanic)",29364,7,41000,5,10,250,4,6,TRUE
"1108",7,"Female",8,1984,"Non-Black / Non-Hispanic",61161,10,46000,5,1,102,6,8,TRUE
"1112",6,"Male",3,1981,"Non-Black / Non-Hispanic",98827,8,121993,5,8,178,6,5,TRUE
"1114",4,"Male",9,1982,"Non-Black / Non-Hispanic",70938,10,52000,5,9,175,5,5,TRUE
"1115",6,"Female",7,1983,"Non-Black / Non-Hispanic",86260,9,54000,5,4,130,6,5,TRUE
"1116",7,"Male",12,1984,"Non-Black / Non-Hispanic",47520,7,45000,5,10,140,5,8,FALSE
"1117",6,"Female",2,1980,"Non-Black / Non-Hispanic",91258,7,18000,5,7,190,6,7,FALSE
"1118",6,"Female",12,1983,"Hispanic",76267,7,32000,6,5,250,6,5,FALSE
"1122",7,"Female",11,1984,"Non-Black / Non-Hispanic",70116,8,22000,5,3,127,6,7,TRUE
"1125",6,"Male",7,1980,"Black",75659,8,65000,5,10,220,6,5,TRUE
"1127",6,"Female",11,1984,"Black",42916,7,15000,5,8,170,6,7,FALSE
"1128",7,"Male",5,1983,"Non-Black / Non-Hispanic",94837,8,48000,6,1,165,6,7,TRUE
"1129",7,"Male",10,1984,"Non-Black / Non-Hispanic",77228,7,33000,6,1,165,6,8,FALSE
"1130",7,"Male",5,1983,"Non-Black / Non-Hispanic",24545,8,22000,5,11,225,6,6,TRUE
"1134",6,"Male",3,1984,"Non-Black / Non-Hispanic",80559,9,80000,6,5,190,6,6,TRUE
"1139",7,"Male",3,1984,"Non-Black / Non-Hispanic",99294,6,45000,5,9,155,6,7,FALSE
"1141",7,"Male",7,1980,"Non-Black / Non-Hispanic",55647,7,12000,6,1,155,1,8,FALSE
"1142",6,"Female",6,1982,"Non-Black / Non-Hispanic",84773,8,34000,5,1,160,6,7,TRUE
"1143",8,"Female",7,1983,"Non-Black / Non-Hispanic",56860,8,33400,5,4,110,6,7,TRUE
"1144",7,"Female",10,1982,"Non-Black / Non-Hispanic",88647,7,56500,5,3,140,6,7,TRUE
"1145",7,"Female",11,1984,"Non-Black / Non-Hispanic",73490,8,38000,5,3,150,6,6,FALSE
"1149",5,"Male",10,1984,"Non-Black / Non-Hispanic",64591,8,48000,6,0,190,6,7,FALSE
"1151",8,"Female",10,1980,"Hispanic",35676,7,23000,5,2,110,5,7,TRUE
"1152",8,"Female",1,1983,"Hispanic",12720,7,20000,5,1,101,5,7,TRUE
"1153",8,"Female",8,1983,"Non-Black / Non-Hispanic",61185,9,41000,5,5,140,3,7,TRUE
"1154",8,"Male",11,1982,"Non-Black / Non-Hispanic",51844,5,60000,6,2,250,3,8,TRUE
"1160",6,"Male",7,1981,"Non-Black / Non-Hispanic",26462,10,60000,5,11,170,6,7,TRUE
"1161",7,"Male",8,1980,"Non-Black / Non-Hispanic",85744,9,47000,5,11,260,6,7,TRUE
"1166",7,"Male",1,1980,"Non-Black / Non-Hispanic",77174,8,121993,5,10,205,6,8,TRUE
"1168",7,"Female",11,1983,"Non-Black / Non-Hispanic",19887,7,35000,5,3,145,4,8,TRUE
"1170",6,"Male",2,1984,"Non-Black / Non-Hispanic",83906,9,45000,6,2,222,6,6,TRUE
"1174",8,"Female",1,1982,"Non-Black / Non-Hispanic",76363,10,45000,5,6,150,6,8,TRUE
"1185",7,"Male",6,1980,"Non-Black / Non-Hispanic",87831,7,121993,5,11,154,6,7,FALSE
"1186",8,"Female",4,1983,"Hispanic",78417,5,35500,5,8,148,6,8,FALSE
"1187",8,"Female",4,1983,"Non-Black / Non-Hispanic",64764,7,35300,5,7,135,6,8,FALSE
"1188",7,"Male",3,1982,"Non-Black / Non-Hispanic",94937,9,2500,5,10,225,6,7,FALSE
"1189",6,"Female",7,1981,"Hispanic",49608,8,50000,5,1,115,6,7,TRUE
"1190",6,"Male",11,1981,"Non-Black / Non-Hispanic",77237,10,34000,5,10,170,6,6,TRUE
"1193",9,"Female",11,1984,"Non-Black / Non-Hispanic",93790,8,10000,5,3,130,3,10,TRUE
"1203",4,"Male",10,1983,"Black",10415,8,5000,5,7,187,1,4,FALSE
"1204",10,"Female",10,1980,"Black",69265,7,80000,5,4,195,5,6,FALSE
"1207",8,"Male",8,1982,"Black",19891,7,33000,5,10,165,6,5,FALSE
"1213",8,"Male",9,1982,"Black",2675,10,150,5,8,166,1,8,FALSE
"1216",6,"Male",10,1981,"Black",22537,10,5000,5,10,165,3,3,TRUE
"1222",6,"Female",6,1980,"Black",73106,7,43000,5,2,156,6,7,FALSE
"1226",6,"Female",9,1983,"Mixed Race (Non-Hispanic)",73604,6,30000,5,4,120,6,6,FALSE
"1227",6,"Male",2,1980,"Non-Black / Non-Hispanic",56036,10,38000,5,10,200,6,6,TRUE
"1228",7,"Female",11,1984,"Non-Black / Non-Hispanic",46246,8,19000,5,1,150,3,7,TRUE
"1230",8,"Male",10,1980,"Non-Black / Non-Hispanic",90950,9,10000,6,0,180,6,8,FALSE
"1231",8,"Male",3,1983,"Non-Black / Non-Hispanic",39201,8,60000,5,8,160,5,8,TRUE
"1232",7,"Male",11,1983,"Non-Black / Non-Hispanic",86220,9,10000,6,1,172,6,7,TRUE
"1234",6,"Male",3,1983,"Non-Black / Non-Hispanic",92624,8,70000,6,2,195,6,7,TRUE
"1236",7,"Male",2,1983,"Non-Black / Non-Hispanic",44271,10,34000,5,10,205,6,7,TRUE
"1238",6,"Male",4,1983,"Non-Black / Non-Hispanic",98479,6,30000,5,11,185,6,6,TRUE
"1239",7,"Male",12,1982,"Non-Black / Non-Hispanic",49811,9,35000,5,7,170,6,7,TRUE
"1240",7,"Female",10,1981,"Non-Black / Non-Hispanic",88002,7,72000,5,3,105,6,7,TRUE
"1246",6,"Male",3,1982,"Non-Black / Non-Hispanic",100000,9,31000,5,6,165,6,6,TRUE
"1248",8,"Female",3,1981,"Non-Black / Non-Hispanic",37433,10,27000,5,5,145,6,8,TRUE
"1249",9,"Male",9,1982,"Non-Black / Non-Hispanic",73351,10,5800,5,10,185,6,5,FALSE
"1250",7,"Male",11,1981,"Non-Black / Non-Hispanic",87686,8,42000,5,11,155,5,7,TRUE
"1252",8,"Female",6,1984,"Non-Black / Non-Hispanic",63285,9,30000,5,10,186,3,8,TRUE
"1253",7,"Female",9,1982,"Non-Black / Non-Hispanic",100000,7,17800,5,2,145,6,7,TRUE
"1260",6,"Male",7,1981,"Non-Black / Non-Hispanic",13241,9,49000,6,1,135,6,5,TRUE
"1263",10,"Male",6,1984,"Non-Black / Non-Hispanic",21211,8,15000,6,2,225,4,8,TRUE
"1264",6,"Female",3,1980,"Non-Black / Non-Hispanic",68369,8,45000,5,1,98,6,7,TRUE
"1266",8,"Male",6,1981,"Non-Black / Non-Hispanic",98145,6,24000,5,9,200,6,6,FALSE
"1267",9,"Female",3,1980,"Non-Black / Non-Hispanic",20327,8,60000,5,6,142,6,9,TRUE
"1268",8,"Female",10,1981,"Non-Black / Non-Hispanic",84812,7,27000,5,10,201,6,7,FALSE
"1269",6,"Male",11,1981,"Non-Black / Non-Hispanic",80050,8,35000,5,3,185,6,8,TRUE
"1275",6,"Female",8,1980,"Non-Black / Non-Hispanic",26848,10,65000,5,4,129,6,7,TRUE
"1276",7,"Male",7,1982,"Non-Black / Non-Hispanic",45781,9,40000,6,0,200,6,6,TRUE
"1278",6,"Male",1,1982,"Non-Black / Non-Hispanic",83174,6,70000,5,9,175,6,6,FALSE
"1279",8,"Male",11,1982,"Hispanic",58832,7,24900,5,11,200,6,6,TRUE
"1280",7,"Male",1,1984,"Non-Black / Non-Hispanic",87092,8,44000,5,9,195,6,7,FALSE
"1281",6,"Female",3,1981,"Non-Black / Non-Hispanic",93868,9,58000,5,2,145,6,5,FALSE
"1287",7,"Male",3,1983,"Non-Black / Non-Hispanic",89647,9,60000,5,11,150,6,7,FALSE
"1289",7,"Female",10,1981,"Non-Black / Non-Hispanic",78566,10,45000,5,8,160,6,8,TRUE
"1291",8,"Female",7,1982,"Non-Black / Non-Hispanic",32744,7,25000,5,6,165,6,8,TRUE
"1293",9,"Male",5,1984,"Non-Black / Non-Hispanic",58640,4,5100,6,6,280,6,8,FALSE
"1295",6,"Female",4,1983,"Black",83738,7,41000,5,1,120,6,5,TRUE
"1296",6,"Male",11,1980,"Non-Black / Non-Hispanic",54161,6,38200,5,9,225,6,8,FALSE
"1297",5,"Male",9,1981,"Black",7582,9,12000,6,0,170,6,6,TRUE
"1302",8,"Female",9,1984,"Non-Black / Non-Hispanic",83275,8,38000,5,4,169,5,8,TRUE
"1303",4,"Male",3,1980,"Non-Black / Non-Hispanic",85914,9,76000,6,1,190,6,5,TRUE
"1304",4,"Male",11,1981,"Non-Black / Non-Hispanic",93123,9,40000,6,2,195,6,4,TRUE
"1305",6,"Female",6,1981,"Non-Black / Non-Hispanic",75071,8,65000,5,5,174,6,7,TRUE
"1306",7,"Female",5,1984,"Non-Black / Non-Hispanic",50498,7,5000,5,2,124,6,8,TRUE
"1307",6,"Female",10,1983,"Non-Black / Non-Hispanic",94901,4,16000,5,5,140,6,6,FALSE
"1311",6,"Female",11,1980,"Non-Black / Non-Hispanic",17236,10,35000,5,4,135,6,6,TRUE
"1313",7,"Female",8,1982,"Non-Black / Non-Hispanic",69377,9,55000,5,3,117,6,7,TRUE
"1314",8,"Female",4,1980,"Non-Black / Non-Hispanic",78297,9,39000,5,4,165,4,7,TRUE
"1317",5,"Male",11,1984,"Non-Black / Non-Hispanic",3271,5,27000,6,0,190,6,6,TRUE
"1318",7,"Female",9,1984,"Non-Black / Non-Hispanic",50494,7,23000,5,3,155,6,6,TRUE
"1319",6,"Male",7,1980,"Non-Black / Non-Hispanic",33617,8,24000,6,2,190,5,7,TRUE
"1320",4,"Male",10,1982,"Non-Black / Non-Hispanic",23247,7,15000,6,7,185,5,6,TRUE
"1321",6,"Female",10,1982,"Non-Black / Non-Hispanic",95321,7,35140,5,9,275,6,5,TRUE
"1322",6,"Male",7,1984,"Hispanic",94021,9,31000,5,10,150,6,6,FALSE
"1324",6,"Female",10,1982,"Black",83215,8,47000,5,0,150,6,6,FALSE
"1325",6,"Male",2,1983,"Non-Black / Non-Hispanic",33716,6,42000,6,6,265,5,6,FALSE
"1327",7,"Female",10,1980,"Black",51977,6,25000,5,10,205,2,7,FALSE
"1328",5,"Female",3,1981,"Hispanic",30896,5,25000,5,5,131,4,10,TRUE
"1331",8,"Male",2,1980,"Non-Black / Non-Hispanic",74174,7,30000,6,1,205,6,5,FALSE
"1334",7,"Male",12,1980,"Non-Black / Non-Hispanic",88801,9,30000,5,8,155,6,7,TRUE
"1335",7,"Male",6,1984,"Non-Black / Non-Hispanic",79563,9,121993,5,9,155,6,6,TRUE
"1338",6,"Male",3,1981,"Non-Black / Non-Hispanic",48055,7,80000,5,11,260,6,5,FALSE
"1340",5,"Male",1,1983,"Non-Black / Non-Hispanic",87617,7,38000,6,2,283,6,8,TRUE
"1341",6,"Male",3,1980,"Non-Black / Non-Hispanic",53759,9,50700,5,9,155,6,8,TRUE
"1343",6,"Female",10,1983,"Non-Black / Non-Hispanic",41100,7,26000,5,2,130,6,6,FALSE
"1344",5,"Female",1,1980,"Black",77458,9,29000,5,7,200,6,5,TRUE
"1346",7,"Female",1,1983,"Non-Black / Non-Hispanic",98307,9,25000,5,5,150,6,7,FALSE
"1348",6,"Male",9,1983,"Non-Black / Non-Hispanic",37574,10,40000,5,11,160,6,6,TRUE
"1351",6,"Male",5,1983,"Hispanic",4204,10,40000,5,6,160,6,8,FALSE
"1352",8,"Male",8,1984,"Hispanic",14176,10,25000,5,11,155,6,8,TRUE
"1359",7,"Male",7,1981,"Hispanic",87685,4,27000,5,5,140,6,7,TRUE
"1360",8,"Male",11,1982,"Non-Black / Non-Hispanic",95761,8,28800,5,6,160,6,8,TRUE
